Code,Name,Industry
002329.SZ,皇氏集团,食品饮料
002330.SZ,得利斯,食品饮料
002331.SZ,皖通科技,计算机
002332.SZ,仙琚制药,医药生物
002333.SZ,罗普斯金,建筑材料
002334.SZ,英威腾,电气设备
002335.SZ,科华恒盛,电气设备
002336.SZ,人人乐,商业贸易
002337.SZ,赛象科技,机械设备
002338.SZ,奥普光电,机械设备
002339.SZ,积成电子,电气设备
002340.SZ,格林美,有色金属
002341.SZ,新纶科技,公用事业
002342.SZ,巨力索具,机械设备
002343.SZ,慈文传媒,传媒
002344.SZ,海宁皮城,商业贸易
002345.SZ,潮宏基,轻工制造
002346.SZ,柘中股份,建筑材料
002347.SZ,泰尔股份,机械设备
002348.SZ,高乐股份,轻工制造
002349.SZ,精华制药,医药生物
002350.SZ,北京科锐,电气设备
002351.SZ,漫步者,电子
002352.SZ,顺丰控股,交通运输
002353.SZ,杰瑞股份,机械设备
002354.SZ,天神娱乐,传媒
002355.SZ,兴民智通,汽车
002356.SZ,赫美集团,轻工制造
002357.SZ,富临运业,交通运输
002358.SZ,森源电气,电气设备
002359.SZ,北讯集团,通信
002360.SZ,同德化工,化工
002361.SZ,神剑股份,化工
002362.SZ,汉王科技,计算机
002363.SZ,隆基机械,汽车
002364.SZ,中恒电气,电气设备
002365.SZ,永安药业,医药生物
002366.SZ,台海核电,机械设备
002367.SZ,康力电梯,机械设备
002368.SZ,太极股份,计算机
002369.SZ,卓翼科技,电子
002370.SZ,亚太药业,医药生物
002371.SZ,北方华创,电子
002372.SZ,伟星新材,建筑材料
002373.SZ,千方科技,计算机
002374.SZ,丽鹏股份,建筑装饰
002375.SZ,亚厦股份,建筑装饰
002376.SZ,新北洋,计算机
002377.SZ,国创高新,休闲服务
002378.SZ,章源钨业,有色金属
002379.SZ,宏创控股,有色金属
002380.SZ,科远股份,计算机
002381.SZ,双箭股份,化工
002382.SZ,蓝帆医疗,化工
002383.SZ,合众思壮,计算机
002384.SZ,东山精密,电子
002385.SZ,大北农,农林牧渔
002386.SZ,天原集团,化工
002387.SZ,维信诺,计算机
002388.SZ,新亚制程,电子
002389.SZ,南洋科技,电子
002390.SZ,信邦制药,医药生物
002391.SZ,长青股份,化工
002392.SZ,北京利尔,建筑材料
002393.SZ,力生制药,医药生物
002394.SZ,联发股份,纺织服装
002395.SZ,双象股份,化工
002396.SZ,星网锐捷,通信
002397.SZ,梦洁股份,纺织服装
002398.SZ,建研集团,建筑材料
002399.SZ,海普瑞,医药生物
002400.SZ,省广集团,传媒
002401.SZ,中远海科,计算机
002402.SZ,和而泰,电子
002403.SZ,爱仕达,家用电器
002404.SZ,嘉欣丝绸,纺织服装
002405.SZ,四维图新,计算机
002406.SZ,远东传动,汽车
002407.SZ,多氟多,化工
002408.SZ,齐翔腾达,化工
002409.SZ,雅克科技,化工
002410.SZ,广联达,计算机
002411.SZ,必康股份,医药生物
002412.SZ,汉森制药,医药生物
002413.SZ,雷科防务,国防军工
002414.SZ,高德红外,电子
002415.SZ,海康威视,电子
002416.SZ,爱施德,商业贸易
002417.SZ,深南股份,通信
002418.SZ,康盛股份,家用电器
002419.SZ,天虹股份,商业贸易
002420.SZ,毅昌股份,家用电器
002421.SZ,达实智能,计算机
002422.SZ,科伦药业,医药生物
002423.SZ,中原特钢,机械设备
002424.SZ,贵州百灵,医药生物
002425.SZ,凯撒文化,传媒
002426.SZ,胜利精密,机械设备
002427.SZ,*ST尤夫,化工
002428.SZ,云南锗业,有色金属
002429.SZ,兆驰股份,家用电器
002430.SZ,杭氧股份,机械设备
002431.SZ,棕榈股份,建筑装饰
002432.SZ,九安医疗,医药生物
002433.SZ,太安堂,医药生物
002434.SZ,万里扬,汽车
002435.SZ,长江润发,医药生物
002436.SZ,兴森科技,电子
002437.SZ,誉衡药业,医药生物
002438.SZ,江苏神通,机械设备
002439.SZ,启明星辰,计算机
002440.SZ,闰土股份,化工
002441.SZ,众业达,电气设备
002442.SZ,龙星化工,化工
002443.SZ,金洲管道,钢铁
002444.SZ,巨星科技,机械设备
002445.SZ,中南文化,传媒
002446.SZ,盛路通信,通信
002447.SZ,晨鑫科技,传媒
002448.SZ,中原内配,汽车
002449.SZ,国星光电,电子
002450.SZ,康得新,化工
002451.SZ,摩恩电气,电气设备
002452.SZ,长高集团,电气设备
002453.SZ,华软科技,化工
002454.SZ,松芝股份,汽车
002455.SZ,百川股份,化工
002456.SZ,欧菲科技,电子
002457.SZ,青龙管业,建筑材料
002458.SZ,益生股份,农林牧渔
002459.SZ,天业通联,机械设备
002460.SZ,赣锋锂业,有色金属
002461.SZ,珠江啤酒,食品饮料
002462.SZ,嘉事堂,医药生物
002463.SZ,沪电股份,电子
002464.SZ,众应互联,传媒
002465.SZ,海格通信,通信
002466.SZ,天齐锂业,有色金属
002467.SZ,二六三,通信
002468.SZ,申通快递,交通运输
002469.SZ,三维工程,建筑装饰
002470.SZ,金正大,化工
002471.SZ,中超控股,电气设备
002472.SZ,双环传动,汽车
002473.SZ,*ST圣莱,家用电器
002474.SZ,榕基软件,计算机
002475.SZ,立讯精密,电子
002476.SZ,宝莫股份,化工
002477.SZ,雏鹰农牧,农林牧渔
002478.SZ,常宝股份,钢铁
002479.SZ,富春环保,公用事业
002480.SZ,新筑股份,机械设备
002481.SZ,双塔食品,食品饮料
002482.SZ,广田集团,建筑装饰
002483.SZ,润邦股份,机械设备
002484.SZ,江海股份,电子
002485.SZ,希努尔,纺织服装
002486.SZ,嘉麟杰,纺织服装
002487.SZ,大金重工,机械设备
002488.SZ,金固股份,汽车
002489.SZ,浙江永强,轻工制造
002490.SZ,山东墨龙,机械设备
002491.SZ,通鼎互联,通信
002492.SZ,恒基达鑫,交通运输
002493.SZ,荣盛石化,化工
002494.SZ,华斯股份,纺织服装
002495.SZ,佳隆股份,食品饮料
002496.SZ,ST辉丰,化工
002497.SZ,雅化集团,化工
002498.SZ,汉缆股份,电气设备
002499.SZ,科林环保,机械设备
002500.SZ,山西证券,非银金融
002501.SZ,利源精制,有色金属
002502.SZ,骅威文化,传媒
002503.SZ,搜于特,纺织服装
002504.SZ,弘高创意,建筑装饰
002505.SZ,大康农业,农林牧渔
002506.SZ,协鑫集成,电气设备
002507.SZ,涪陵榨菜,食品饮料
002508.SZ,老板电器,家用电器
002509.SZ,天广中茂,机械设备
002510.SZ,天汽模,汽车
002511.SZ,中顺洁柔,轻工制造
002512.SZ,达华智能,计算机
002513.SZ,蓝丰生化,化工
002514.SZ,宝馨科技,机械设备
002515.SZ,金字火腿,食品饮料
002516.SZ,旷达科技,纺织服装
002517.SZ,恺英网络,传媒
002518.SZ,科士达,电气设备
002519.SZ,银河电子,家用电器
002520.SZ,日发精机,机械设备
002521.SZ,齐峰新材,轻工制造
002522.SZ,浙江众成,轻工制造
002523.SZ,天桥起重,机械设备
002524.SZ,光正集团,公用事业
002526.SZ,山东矿机,机械设备
002527.SZ,新时达,电气设备
002528.SZ,英飞拓,计算机
002529.SZ,海源复材,机械设备
002530.SZ,金财互联,计算机
002531.SZ,天顺风能,电气设备
002532.SZ,新界泵业,机械设备
002533.SZ,金杯电工,电气设备
002534.SZ,杭锅股份,电气设备
002535.SZ,林州重机,机械设备
002536.SZ,西泵股份,汽车
002537.SZ,海联金汇,机械设备
002538.SZ,司尔特,化工
002539.SZ,云图控股,化工
002540.SZ,亚太科技,有色金属
002541.SZ,鸿路钢构,建筑装饰
002542.SZ,中化岩土,建筑装饰
002543.SZ,万和电气,家用电器
002544.SZ,杰赛科技,通信
002545.SZ,东方铁塔,建筑装饰
002546.SZ,新联电子,电气设备
002547.SZ,春兴精工,电子
002548.SZ,金新农,农林牧渔
002549.SZ,凯美特气,化工
002550.SZ,千红制药,医药生物
002551.SZ,尚荣医疗,医药生物
002552.SZ,*ST宝鼎,机械设备
002553.SZ,南方轴承,汽车
002554.SZ,惠博普,采掘
002555.SZ,三七互娱,传媒
002556.SZ,辉隆股份,化工
002557.SZ,洽洽食品,食品饮料
002558.SZ,巨人网络,传媒
002559.SZ,亚威股份,机械设备
002560.SZ,通达股份,电气设备
002561.SZ,徐家汇,商业贸易
002562.SZ,兄弟科技,化工
002563.SZ,森马服饰,纺织服装
002564.SZ,天沃科技,机械设备
002565.SZ,顺灏股份,轻工制造
002566.SZ,益盛药业,医药生物
002567.SZ,唐人神,农林牧渔
002568.SZ,百润股份,食品饮料
002569.SZ,步森股份,纺织服装
002570.SZ,*ST因美,食品饮料
002571.SZ,德力股份,轻工制造
002572.SZ,索菲亚,轻工制造
002573.SZ,清新环境,公用事业
002574.SZ,明牌珠宝,轻工制造
002575.SZ,群兴玩具,轻工制造
002576.SZ,通达动力,电气设备
002577.SZ,雷柏科技,计算机
002578.SZ,闽发铝业,有色金属
002579.SZ,中京电子,电子
002580.SZ,圣阳股份,电气设备
002581.SZ,未名医药,医药生物
002582.SZ,好想你,食品饮料
002583.SZ,海能达,通信
002584.SZ,西陇科学,化工
002585.SZ,双星新材,轻工制造
002586.SZ,围海股份,建筑装饰
002587.SZ,奥拓电子,电子
002588.SZ,史丹利,化工
002589.SZ,瑞康医药,医药生物
002590.SZ,万安科技,汽车
002591.SZ,恒大高新,传媒
002592.SZ,八菱科技,汽车
002593.SZ,日上集团,汽车
002594.SZ,比亚迪,汽车
002595.SZ,豪迈科技,机械设备
002596.SZ,海南瑞泽,建筑材料
002597.SZ,金禾实业,化工
002598.SZ,山东章鼓,机械设备
002599.SZ,盛通股份,轻工制造
002600.SZ,领益智造,电子
002601.SZ,龙蟒佰利,化工
002602.SZ,世纪华通,传媒
002603.SZ,以岭药业,医药生物
002604.SZ,*ST龙力,农林牧渔
002605.SZ,姚记扑克,轻工制造
002606.SZ,大连电瓷,电气设备
002607.SZ,亚夏汽车,汽车
002608.SZ,江苏国信,公用事业
002609.SZ,捷顺科技,计算机
002610.SZ,爱康科技,电气设备
002611.SZ,东方精工,汽车
002612.SZ,朗姿股份,纺织服装
002613.SZ,北玻股份,机械设备
002614.SZ,奥佳华,家用电器
002615.SZ,哈尔斯,轻工制造
002616.SZ,长青集团,家用电器
002617.SZ,露笑科技,电气设备
002618.SZ,丹邦科技,电子
002619.SZ,艾格拉斯,传媒
002620.SZ,瑞和股份,建筑装饰
002621.SZ,三垒股份,机械设备
002622.SZ,融钰集团,电气设备
002623.SZ,亚玛顿,建筑材料
002624.SZ,完美世界,传媒
002625.SZ,光启技术,汽车
002626.SZ,金达威,医药生物
002627.SZ,宜昌交运,交通运输
002628.SZ,成都路桥,建筑装饰
002629.SZ,仁智股份,采掘
002630.SZ,华西能源,电气设备
002631.SZ,德尔未来,轻工制造
002632.SZ,道明光学,化工
002633.SZ,申科股份,机械设备
002634.SZ,棒杰股份,纺织服装
002635.SZ,安洁科技,电子
002636.SZ,金安国纪,电子
002637.SZ,赞宇科技,化工
002638.SZ,勤上股份,传媒
002639.SZ,雪人股份,机械设备
002640.SZ,跨境通,商业贸易
002641.SZ,永高股份,建筑材料
002642.SZ,荣之联,计算机
002643.SZ,万润股份,化工
002644.SZ,佛慈制药,医药生物
002645.SZ,华宏科技,机械设备
002646.SZ,青青稞酒,食品饮料
002647.SZ,仁东控股,非银金融
002648.SZ,卫星石化,化工
002649.SZ,博彦科技,计算机
002650.SZ,加加食品,食品饮料
002651.SZ,利君股份,机械设备
002652.SZ,扬子新材,建筑材料
002653.SZ,海思科,医药生物
002654.SZ,万润科技,传媒
002655.SZ,共达电声,电子
002656.SZ,摩登大道,纺织服装
002657.SZ,中科金财,计算机
002658.SZ,雪迪龙,机械设备
002659.SZ,凯文教育,传媒
002660.SZ,茂硕电源,电子
002661.SZ,克明面业,食品饮料
002662.SZ,京威股份,汽车
002663.SZ,普邦股份,建筑装饰
002664.SZ,长鹰信质,汽车
002665.SZ,首航节能,电气设备
002666.SZ,德联集团,化工
002667.SZ,鞍重股份,机械设备
002668.SZ,奥马电器,家用电器
002669.SZ,康达新材,化工
002670.SZ,国盛金控,非银金融
002671.SZ,龙泉股份,建筑材料
002672.SZ,东江环保,公用事业
002673.SZ,西部证券,非银金融
002674.SZ,兴业科技,纺织服装
002675.SZ,东诚药业,医药生物
002676.SZ,顺威股份,家用电器
002677.SZ,浙江美大,家用电器
002678.SZ,珠江钢琴,轻工制造
002679.SZ,福建金森,农林牧渔
002680.SZ,ST长生,医药生物
002681.SZ,奋达科技,家用电器
002682.SZ,龙洲股份,交通运输
002683.SZ,宏大爆破,化工
002684.SZ,猛狮科技,汽车
002685.SZ,华东重机,机械设备
002686.SZ,亿利达,机械设备
002687.SZ,乔治白,纺织服装
002688.SZ,金河生物,农林牧渔
002689.SZ,远大智能,机械设备
002690.SZ,美亚光电,机械设备
002691.SZ,冀凯股份,机械设备
002692.SZ,睿康股份,电气设备
002693.SZ,双成药业,医药生物
002694.SZ,顾地科技,建筑材料
002695.SZ,煌上煌,食品饮料
002696.SZ,百洋股份,农林牧渔
002697.SZ,红旗连锁,商业贸易
002698.SZ,博实股份,机械设备
002699.SZ,美盛文化,传媒
002700.SZ,新疆浩源,公用事业
002701.SZ,奥瑞金,轻工制造
002702.SZ,海欣食品,食品饮料
002703.SZ,浙江世宝,汽车
002705.SZ,新宝股份,家用电器
002706.SZ,良信电器,电气设备
002707.SZ,众信旅游,休闲服务
002708.SZ,光洋股份,汽车
002709.SZ,天赐材料,化工
002711.SZ,欧浦智网,交通运输
002712.SZ,思美传媒,传媒
002713.SZ,东易日盛,建筑装饰
002714.SZ,牧原股份,农林牧渔
002715.SZ,登云股份,汽车
002716.SZ,金贵银业,有色金属
002717.SZ,岭南股份,建筑装饰
002718.SZ,友邦吊顶,建筑材料
002719.SZ,麦趣尔,食品饮料
002721.SZ,金一文化,轻工制造
002722.SZ,金轮股份,机械设备
002723.SZ,金莱特,家用电器
002724.SZ,海洋王,电子
002725.SZ,跃岭股份,汽车
002726.SZ,龙大肉食,食品饮料
002727.SZ,一心堂,医药生物
002728.SZ,特一药业,医药生物
002729.SZ,好利来,电子
002730.SZ,电光科技,机械设备
002731.SZ,萃华珠宝,轻工制造
002732.SZ,燕塘乳业,食品饮料
002733.SZ,雄韬股份,电气设备
002734.SZ,利民股份,化工
002735.SZ,王子新材,轻工制造
002736.SZ,国信证券,非银金融
002737.SZ,葵花药业,医药生物
002738.SZ,中矿资源,采掘
002739.SZ,万达电影,传媒
002740.SZ,爱迪尔,轻工制造
002741.SZ,光华科技,化工
002742.SZ,三圣股份,建筑材料
002743.SZ,富煌钢构,建筑装饰
002745.SZ,木林森,电子
002746.SZ,仙坛股份,农林牧渔
002747.SZ,埃斯顿,电气设备
002748.SZ,世龙实业,化工
002749.SZ,国光股份,化工
002750.SZ,龙津药业,医药生物
002751.SZ,易尚展示,轻工制造
002752.SZ,昇兴股份,轻工制造
002753.SZ,永东股份,化工
002755.SZ,东方新星,建筑装饰
002756.SZ,永兴特钢,钢铁
002757.SZ,南兴装备,机械设备
002758.SZ,华通医药,医药生物
002759.SZ,天际股份,家用电器
002760.SZ,凤形股份,机械设备
002761.SZ,多喜爱,纺织服装
002762.SZ,金发拉比,纺织服装
002763.SZ,汇洁股份,纺织服装
002765.SZ,蓝黛传动,汽车
002766.SZ,索菱股份,计算机
002767.SZ,先锋电子,电气设备
002768.SZ,国恩股份,化工
002769.SZ,普路通,交通运输
002770.SZ,科迪乳业,食品饮料
002771.SZ,真视通,计算机
002772.SZ,众兴菌业,农林牧渔
002773.SZ,康弘药业,医药生物
002774.SZ,快意电梯,机械设备
002775.SZ,文科园林,建筑装饰
002776.SZ,柏堡龙,纺织服装
002777.SZ,久远银海,计算机
002778.SZ,高科石化,化工
002779.SZ,中坚科技,机械设备
002780.SZ,三夫户外,纺织服装
002781.SZ,奇信股份,建筑装饰
002782.SZ,可立克,电子
002783.SZ,凯龙股份,化工
002785.SZ,万里石,建筑材料
002786.SZ,银宝山新,机械设备
002787.SZ,华源控股,轻工制造
002788.SZ,鹭燕医药,医药生物
002789.SZ,建艺集团,建筑装饰
002790.SZ,瑞尔特,轻工制造
002791.SZ,坚朗五金,建筑材料
002792.SZ,通宇通讯,通信
002793.SZ,东音股份,机械设备
002795.SZ,永和智控,建筑材料
002796.SZ,世嘉科技,机械设备
002797.SZ,第一创业,非银金融
002798.SZ,帝欧家居,轻工制造
002799.SZ,环球印务,轻工制造
002800.SZ,天顺股份,交通运输
002801.SZ,微光股份,电气设备
002802.SZ,洪汇新材,化工
002803.SZ,吉宏股份,轻工制造
002805.SZ,丰元股份,化工
002806.SZ,华锋股份,有色金属
002807.SZ,江阴银行,银行
002808.SZ,苏州恒久,电子
002809.SZ,红墙股份,化工
002810.SZ,山东赫达,化工
002811.SZ,亚泰国际,建筑装饰
002812.SZ,创新股份,轻工制造
002813.SZ,路畅科技,通信
002815.SZ,崇达技术,电子
002816.SZ,和科达,机械设备
002817.SZ,黄山胶囊,医药生物
002818.SZ,富森美,商业贸易
002819.SZ,东方中科,机械设备
002820.SZ,桂发祥,食品饮料
002821.SZ,凯莱英,医药生物
002822.SZ,中装建设,建筑装饰
002823.SZ,凯中精密,电气设备
002824.SZ,和胜股份,有色金属
002825.SZ,纳尔股份,化工
002826.SZ,易明医药,医药生物
002827.SZ,高争民爆,化工
002828.SZ,贝肯能源,采掘
002829.SZ,星网宇达,国防军工
002830.SZ,名雕股份,建筑装饰
002831.SZ,裕同科技,轻工制造
002832.SZ,比音勒芬,纺织服装
002833.SZ,弘亚数控,机械设备
002835.SZ,同为股份,计算机
002836.SZ,新宏泽,轻工制造
002837.SZ,英维克,机械设备
002838.SZ,道恩股份,化工
002839.SZ,张家港行,银行
002840.SZ,华统股份,食品饮料
002841.SZ,视源股份,电子
002842.SZ,翔鹭钨业,有色金属
002843.SZ,泰嘉股份,机械设备
002845.SZ,同兴达,电子
002846.SZ,英联股份,轻工制造
002847.SZ,盐津铺子,食品饮料
002848.SZ,高斯贝尔,家用电器
002849.SZ,威星智能,机械设备
002850.SZ,科达利,电子
002851.SZ,麦格米特,电气设备
002852.SZ,道道全,农林牧渔
002853.SZ,皮阿诺,轻工制造
002855.SZ,捷荣技术,电子
002856.SZ,美芝股份,建筑装饰
002857.SZ,三晖电气,机械设备
002858.SZ,力盛赛车,传媒
002859.SZ,洁美科技,电子
002860.SZ,星帅尔,家用电器
002861.SZ,瀛通通讯,电子
002862.SZ,实丰文化,轻工制造
002863.SZ,今飞凯达,汽车
002864.SZ,盘龙药业,医药生物
002865.SZ,钧达股份,汽车
002866.SZ,传艺科技,电子
002867.SZ,周大生,轻工制造
002868.SZ,绿康生化,农林牧渔
002869.SZ,金溢科技,计算机
002870.SZ,香山股份,机械设备
002871.SZ,伟隆股份,机械设备
002872.SZ,天圣制药,医药生物
002873.SZ,新天药业,医药生物
002875.SZ,安奈儿,纺织服装
002876.SZ,三利谱,电子
002877.SZ,智能自控,机械设备
002878.SZ,元隆雅图,传媒
002879.SZ,长缆科技,电气设备
002880.SZ,卫光生物,医药生物
002881.SZ,美格智能,电子
002882.SZ,金龙羽,电气设备
002883.SZ,中设股份,建筑装饰
002884.SZ,凌霄泵业,机械设备
002885.SZ,京泉华,电子
002886.SZ,沃特股份,化工
002887.SZ,绿茵生态,建筑装饰
002888.SZ,惠威科技,电子
002889.SZ,东方嘉盛,交通运输
002890.SZ,弘宇股份,机械设备
002891.SZ,中宠股份,农林牧渔
002892.SZ,科力尔,电气设备
002893.SZ,华通热力,公用事业
002895.SZ,川恒股份,化工
002896.SZ,中大力德,机械设备
002897.SZ,意华股份,通信
002898.SZ,赛隆药业,医药生物
002899.SZ,英派斯,轻工制造
002900.SZ,哈三联,医药生物
002901.SZ,大博医疗,医药生物
002902.SZ,铭普光磁,电子
002903.SZ,宇环数控,机械设备
002905.SZ,金逸影视,传媒
002906.SZ,华阳集团,汽车
002907.SZ,华森制药,医药生物
002908.SZ,德生科技,通信
002909.SZ,集泰股份,化工
002910.SZ,庄园牧场,食品饮料
002911.SZ,佛燃股份,公用事业
002912.SZ,中新赛克,计算机
002913.SZ,奥士康,电子
002915.SZ,中欣氟材,化工
002916.SZ,深南电路,电子
002917.SZ,金奥博,化工
002918.SZ,蒙娜丽莎,建筑材料
002919.SZ,名臣健康,化工
002920.SZ,德赛西威,计算机
002921.SZ,联诚精密,汽车
002922.SZ,伊戈尔,电子
002923.SZ,润都股份,医药生物
002925.SZ,盈趣科技,电子
002926.SZ,华西证券,非银金融
002927.SZ,泰永长征,电气设备
002928.SZ,华夏航空,交通运输
002929.SZ,润建通信,通信
002930.SZ,宏川智慧,交通运输
002931.SZ,锋龙股份,汽车
002932.SZ,明德生物,医药生物
002933.SZ,新兴装备,国防军工
002935.SZ,天奥电子,国防军工
300001.SZ,特锐德,电气设备
300002.SZ,神州泰岳,计算机
300003.SZ,乐普医疗,医药生物
300004.SZ,南风股份,机械设备
300005.SZ,探路者,纺织服装
300006.SZ,莱美药业,医药生物
300007.SZ,汉威科技,机械设备
300008.SZ,天海防务,国防军工
300009.SZ,安科生物,医药生物
300010.SZ,立思辰,计算机
300011.SZ,鼎汉技术,电气设备
300012.SZ,华测检测,综合
300013.SZ,新宁物流,交通运输
300014.SZ,亿纬锂能,电子
300015.SZ,爱尔眼科,医药生物
300016.SZ,北陆药业,医药生物
300017.SZ,网宿科技,通信
300018.SZ,中元股份,电气设备
300019.SZ,硅宝科技,化工
300020.SZ,银江股份,计算机
300021.SZ,大禹节水,农林牧渔
300022.SZ,吉峰农机,商业贸易
300023.SZ,宝德股份,非银金融
300024.SZ,机器人,机械设备
300025.SZ,华星创业,通信
300026.SZ,红日药业,医药生物
300027.SZ,华谊兄弟,传媒
300028.SZ,金亚科技,通信
300029.SZ,天龙光电,电气设备
300030.SZ,阳普医疗,医药生物
300031.SZ,宝通科技,传媒
300032.SZ,金龙机电,电子
300033.SZ,同花顺,计算机
300034.SZ,钢研高纳,国防军工
300035.SZ,中科电气,机械设备
300036.SZ,超图软件,计算机
300037.SZ,新宙邦,化工
300038.SZ,梅泰诺,传媒
300039.SZ,上海凯宝,医药生物
300040.SZ,九洲电气,电气设备
300041.SZ,回天新材,化工
300042.SZ,朗科科技,计算机
300043.SZ,星辉娱乐,传媒
300044.SZ,赛为智能,计算机
300045.SZ,华力创通,计算机
300046.SZ,台基股份,电子
300047.SZ,天源迪科,计算机
300048.SZ,合康新能,电气设备
300049.SZ,福瑞股份,医药生物
300050.SZ,世纪鼎利,通信
300051.SZ,三五互联,传媒
300052.SZ,中青宝,传媒
300053.SZ,欧比特,电子
300054.SZ,鼎龙股份,化工
300055.SZ,万邦达,公用事业
300056.SZ,三维丝,公用事业
300057.SZ,万顺股份,轻工制造
300058.SZ,蓝色光标,传媒
300059.SZ,东方财富,传媒
300061.SZ,康旗股份,传媒
300062.SZ,中能电气,电气设备
300063.SZ,天龙集团,传媒
300064.SZ,豫金刚石,机械设备
300065.SZ,海兰信,计算机
300066.SZ,三川智慧,机械设备
300067.SZ,安诺其,化工
300068.SZ,南都电源,电气设备
300069.SZ,金利华电,电气设备
300070.SZ,碧水源,公用事业
300071.SZ,华谊嘉信,传媒
300072.SZ,三聚环保,公用事业
300073.SZ,当升科技,化工
300074.SZ,华平股份,计算机
300075.SZ,数字政通,计算机
300076.SZ,GQY视讯,电子
300077.SZ,国民技术,电子
300078.SZ,思创医惠,电子
300079.SZ,数码科技,计算机
300080.SZ,易成新能,机械设备
300081.SZ,恒信东方,通信
300082.SZ,奥克股份,化工
300083.SZ,劲胜智能,电子
300084.SZ,海默科技,机械设备
300085.SZ,银之杰,计算机
300086.SZ,康芝药业,医药生物
300087.SZ,荃银高科,农林牧渔
300088.SZ,长信科技,电子
300089.SZ,文化长城,轻工制造
300090.SZ,盛运环保,公用事业
300091.SZ,金通灵,机械设备
300092.SZ,科新机电,机械设备
300093.SZ,金刚玻璃,建筑材料
300094.SZ,国联水产,农林牧渔
300095.SZ,华伍股份,机械设备
300096.SZ,易联众,计算机
300097.SZ,智云股份,机械设备
300098.SZ,高新兴,通信
300099.SZ,精准信息,机械设备
300100.SZ,双林股份,汽车
300101.SZ,振芯科技,国防军工
300102.SZ,乾照光电,电子
300103.SZ,达刚路机,机械设备
300104.SZ,乐视网,传媒
300105.SZ,龙源技术,电气设备
300106.SZ,西部牧业,农林牧渔
300107.SZ,建新股份,化工
300108.SZ,吉药控股,医药生物
300109.SZ,新开源,化工
300110.SZ,华仁药业,医药生物
300111.SZ,向日葵,电气设备
300112.SZ,万讯自控,机械设备
300113.SZ,顺网科技,传媒
300114.SZ,中航电测,机械设备
300115.SZ,长盈精密,电子
300116.SZ,坚瑞沃能,电气设备
300117.SZ,嘉寓股份,建筑材料
300118.SZ,东方日升,电气设备
300119.SZ,瑞普生物,农林牧渔
300120.SZ,经纬辉开,电气设备
300121.SZ,阳谷华泰,化工
300122.SZ,智飞生物,医药生物
300123.SZ,亚光科技,国防军工
300124.SZ,汇川技术,电气设备
300125.SZ,易世达,公用事业
300126.SZ,锐奇股份,机械设备
300127.SZ,银河磁体,有色金属
300128.SZ,锦富技术,电子
300129.SZ,泰胜风能,电气设备
300130.SZ,新国都,计算机
300131.SZ,英唐智控,电子
300132.SZ,青松股份,化工
300133.SZ,华策影视,传媒
300134.SZ,大富科技,通信
300135.SZ,宝利国际,化工
300136.SZ,信维通信,电子
300137.SZ,先河环保,公用事业
300138.SZ,晨光生物,农林牧渔
300139.SZ,晓程科技,电子
300140.SZ,中环装备,公用事业
300141.SZ,和顺电气,电气设备
300142.SZ,沃森生物,医药生物
300143.SZ,星普医科,医药生物
300144.SZ,宋城演艺,休闲服务
300145.SZ,中金环境,机械设备
300146.SZ,汤臣倍健,食品饮料
300147.SZ,香雪制药,医药生物
300148.SZ,天舟文化,传媒
300149.SZ,量子生物,农林牧渔
300150.SZ,世纪瑞尔,计算机
300151.SZ,昌红科技,机械设备
300152.SZ,科融环境,公用事业
300153.SZ,科泰电源,电气设备
300154.SZ,瑞凌股份,机械设备
300155.SZ,安居宝,计算机
300156.SZ,神雾环保,公用事业
300157.SZ,恒泰艾普,采掘
300158.SZ,振东制药,医药生物
300159.SZ,新研股份,国防军工
300160.SZ,秀强股份,家用电器
300161.SZ,华中数控,机械设备
300162.SZ,雷曼股份,电子
300163.SZ,先锋新材,化工
300164.SZ,通源石油,采掘
300165.SZ,天瑞仪器,机械设备
300166.SZ,东方国信,计算机
300167.SZ,迪威迅,计算机
300168.SZ,万达信息,计算机
300169.SZ,天晟新材,化工
300170.SZ,汉得信息,计算机
300171.SZ,东富龙,医药生物
300172.SZ,中电环保,公用事业
300173.SZ,智慧松德,机械设备
300174.SZ,元力股份,化工
300175.SZ,朗源股份,农林牧渔
300176.SZ,鸿特科技,非银金融
300177.SZ,中海达,计算机
300178.SZ,腾邦国际,休闲服务
300179.SZ,四方达,机械设备
300180.SZ,华峰超纤,化工
300181.SZ,佐力药业,医药生物
300182.SZ,捷成股份,计算机
300183.SZ,东软载波,通信
300184.SZ,力源信息,电子
300185.SZ,通裕重工,电气设备
300187.SZ,永清环保,公用事业
300188.SZ,美亚柏科,计算机
300189.SZ,神农基因,农林牧渔
300190.SZ,维尔利,公用事业
300191.SZ,潜能恒信,采掘
300192.SZ,科斯伍德,化工
300193.SZ,佳士科技,机械设备
300194.SZ,福安药业,医药生物
300195.SZ,长荣股份,机械设备
300196.SZ,长海股份,化工
300197.SZ,铁汉生态,建筑装饰
300198.SZ,纳川股份,建筑材料
300199.SZ,翰宇药业,医药生物
300200.SZ,高盟新材,化工
300201.SZ,海伦哲,机械设备
300202.SZ,聚龙股份,计算机
300203.SZ,聚光科技,公用事业
300204.SZ,舒泰神,医药生物
300205.SZ,天喻信息,通信
300206.SZ,理邦仪器,医药生物
300207.SZ,欣旺达,电子
300208.SZ,恒顺众昇,电气设备
300209.SZ,天泽信息,计算机
